 APARTAMENTO EN RENTA ZONA 10 - 114mts2 IQ10,Zona 10 ,"$1,350 ","APARTAMENTO EN RENTA IQ1015 avenida 16-37 zona 10Construcción 114mts2 - Nivel 162 Parqueos individualesSala, comedor, cocina con ... "
,,,
" Apartamento en alquiler Viú Cayalá de 3 habitaciones, Zona 16",Zona 16 ,"$1,900 ","Alquiler de apartamento Zona 16 de 3 habitaciones, Viú Cayalá.El edificio cuenta con una espectacular vista hacia la ciudad, volcanes y a 3 ... "
,,,
" Apartamento en alquiler Zona 14, Las Mercedes de 3 habitaciones",Zona 14 ,"$2,200 ","Apartamento en alquiler en Zona 14, Las MercedesAlquiler de apartamento Penthouse de dos niveles con preciosa vista en zona 14.- Sala familiar- ... "
" Apartamento de 3 habitaciones en renta Zona 14, Murakami",Zona 14 ,"$2,800 ","Alquiler de apartamento Edificio Murakami de 3 habitaciones, Zona 14.Un edificio exclusivo, moderno, amplio y excelente ubicación.Sala con ... "
 Apartamento en renta Zona 14 de 3 habitaciones Las Mercedes,Zona 14 ,"$1,800 ","Alquiler de apartamento de 3 habitaciones Edificio Las Mercedes, Zona 14.Ubicado a 1 cuadra de Europlaza y a plazas.SalaComedor amplio con ... "
 Apartamento en alquiler Zona 10 de 1 habitación Edificio Atrium,Zona 10 ,"$1,700 ","Apartamento en renta Edificio Atrium de 1 habitación, Zona 10.El edificio está ubicacio en una zona céntrica y accesible sobre Diagonal6.Tipo ... "
" Apartamento en alquiler Edificio Atrium de 2 habitaciones, Zona 10",Zona 10 ,"$2,000 ","Apartamento en alquiler Zona 10 de 2 habitaciones Edificio Atrium.El edificio está ubicado sobre Diagonal 6, un lugar accesible y excelente ... "
,,,
" Apartamento en renta en Zona 14, Matisse",Zona 14 ,"$2,500 ","Apartamento en renta en Zona 14, MatisseSe alquila apartamento con amplios espacios en zona 14.- Sala- Comedor- Cocina- Baño de visitas- ... "
 Apartamento en alquilo Zona 14 de 3 habitaciones Edificio Tadeus,Zona 14 ,"$3,000 ","Apartamento en renta Edificio Tadeus de 3 habitaciones.Edificio de lujo ubicado en el mejor sector de la ciudad, sobre Avenida Las Américas.Sala ... Ver más"
" Penthouse en alquiler en Zona 14, Torre Condesa",Zona 14 ,"$2,500 ","Penthouse en alquiler en Zona 14, Torre CondesaAlquiler de penthouse en zona 14.- Sala familiar- Comedor- Cocina equipada- Baño de ... "
" Apartamento en alquiler en Zona 16, Viú Cayalá",Zona 16 ,"$1,400 ","Apartamento en alquiler en edificio de Zona 16 Viu CayalaModerno y seguro, frente a la nueva embajada de los Estados Unidos- Sala - Comedor- ... "
" Apartamento en alquiler zona 16, Lirios de Cayala",Zona 16 ,"$1,500 ","Renta de apartamento Zona 16 de 3 habitaciones, Lirios de CayaláSe encuentra ubicado dentro de Ciudad Cayalá, con modernas áreas ... "
 Apartamento en alquiler zona 14 Marqués del Valle de 3 dormitorios ,Zona 14 ,"$2,650 ",Apartamento en alquiler zona 14 Marqués del Valle de 3 dormitoriosApartamento amplio en edificio exclusivoBalcón con vista espectacular hacia ... 
 Apartamento en renta Altos de la Montaña de 3 habitaciones Zona 16,Zona 16 ,"$1,200 ","Alquiler de apartamento Zona 16 de 3 habitaciones, Altos de la Montaña.Edificio Moderno ubicado dentro de Colonia La Montaña, a 10 minutos de ... "
 Apartamento en alquiler Zona 16 de 4 habitaciones,Zona 16 ,"$4,000 ","Renta de apartamento en Edificio Albatros de 4 habitaciones, Zona 16.Se encuentra ubicado dentro de un club rodeado de hermosas áreas verdes, ... "
 Apartamento en renta Zen Cayalá de 2 habitaciones Zona 16,Zona 16 ,"$1,700 ","Renta de apartamento Zona 16 de 2 habitaciones, Zen Cayalá.Hermoso edificio situado a 3 minutos de Cayalá, nuevo con acabados ... "
,,,
" Apartamento en alquiler en Zona 14, Edificio Bellagio",Zona 14 ,"$1,850 ","Apartamento en alquiler en Zona 14, Edificio BellagioAlquiler de apartamento en nivel alto del edificio en zona 14.- Sala familiar- Comedor- ... "
,,,
" Apartamento en renta de 3 habitaciones Zona 14, Tiffany Novena",Zona 14 ,"$3,300 ","Renta de apartamento Tiffany Novena de 3 habitaciones, Zona 14.Edificio de lujo, exclusivo y lo más moderno del mercado a 1 cuadra de Avenida Las ... "
" Apartamento en renta en Zona 14, Edificio Noguchi",Zona 14 ,"$3,000 ","Apartamento en renta en Zona 14, Edificio Noguchi.Renta de apartamento en zona 14.- Sala familiar- Comedor- Cocina amplia con isla y top ... "
" Apartamento en alquiler en Zona 16, Belesa de Cayalá",Zona 16 ,"$3,000 ","Apartamento en alquiler en Zona 16, Belesa de CayaláAlquiler de amplio apartamento en zona 16.- Sala - comedor- Cocina- Cuarto de servicio- ... "
" Penthouse en alquiler en Zona 10, Vía Siete",Zona 10 ,"$3,500 ",Alquiler de hermoso penthouse en edificio ubicado en Las Margaritas con fácil acceso.- Sala familiar- Sala- Comedor- Cocina equipada- ... 
" Apartamento en alquiler Zona 10, Santa María de 2 habitaciones",Zona 10 ,"$1,200 ","Apartamento en alquiler Zona 10, Santa María de 2 habitaciones.Alquiler de amplio apartamento en excelente ubicación, cercano a Fontabella y ... "
,,,
" Apartamento en renta Edificio ECHO de 2 habitaciones, Zona 14",Zona 14 ,"$1,600 ","Renta de apartamento Zona 14 de 2 habitaciones, Edificio ECHO.Edificio moderno, exclusivo y con elegantes amenidades a 1 cuadra de Avenida Las ... "
" Apartamento en alquiler de 3 habitaciones Bosco 23, Zona 15",Zona 15 ,"$3,000 ","Alquiler de apartamento Zona 15 de 3 habitaciones, Bosco 23.Edificio elegante, moderno y amplio con una ubicación privilegiada.Apartamento por ... "
" Apartamento en renta en Zona 16, Lirios de Cayalá",Zona 16 ,"$1,100 ","Apartamento en renta Zona 16, Lirios de CayaláRenta de apartamento en sector exclusivo en zona 16 Cayalá, a pocos metros del centro comercial, ... "
" Apartamento en alquiler en Zona 15, Edificio Leben",Zona 15 ,"$1,100 ",Alquiler de apartamento en nivel medio alto del edifico en zona 15.- Habitación principal con walk-in closet y baño- 2 habitaciones secundarias ... Ver más
" Apartamento en renta de 2 habitaciones, Santa Inés del Parque",Zona 14 ,"$1,900 ","Renta de apartamento Zona 14 de 2 habitaciones.Un proyecto nuevo, moderno e innovador. Cercano a 1 cuadra de Las Américas.SalaComedor con ... "
" Apartamento en renta Acantos de Cayalá de 2 habitaciones, Zona 16",Zona 16 ,"$2,600 ","Renta de apartamento Zona 16 de 2 habitaciones, Acantos de Cayalá.Condominio con amplios espacios verdes para disfrutar en familia, exclusivo y ... "
" Apartamento en alquiler Zona 10 de 1 habitación, Santa María",Zona 10 ,$900.00 ,"Apartamento en alquiler Edificio Santa María de 1 habitación, Zona 10.El edificio cuenta con espacios con iluminación natural y vista ... "
" Apartamento en renta Zona 10 Atrium, tipo Penthouse de 3 habitaciones",Zona 10 ,"$5,500 ",Alquiler de apartamento en Atrium Zona 10 de 3 habitaciones tipo Penthouse.Con una excelente ubicaciión sobre Diagonal 6 y hermosas ... 
 Apartamento en alquiler Zona 10 de 2 habitaciones,Zona 10 ,"$1,000.00 ",Renta de apartamento en zona 10 Edificio Casa Clara.Ubicado en sector premium y cercano a centro comercial La Estación.SalaComedor con cocina ... Ver más
,,,
" Apartamento en renta Barukoni de 3 habitaciones, Zona 14",Zona 14 ,"$3,500 ","Apartamento en alquiler Zona 14 de 3 habitaciones, Edificio Barukoni.Edificio exclusivo con acabados modernos y excelente ubicación.... "
,,,
" Apartamento de 3 habitaciones en renta Zona 14, Edificio ECHO",Zona 14 ,"$3,000 ","Renta de apartamento Edificio ECHO de 3 habitaciones, Zona 14.Edificio moderno, exclusivo y de lujo en Zona 14.SalaComedor con cocina ... "
" Apartamento en alquiler Tiffany Novena de 2 habitaciones, Zona 14",Zona 14 ,"$2,128 ","Alquiler de apartamento Zona 14 de 2 habitaciones, Tiffany Novena.Edificio situado en una zona de plusvalía, con acceso inmediato a Avenida Las ... "
" Apartamento de 3 habitaciones en alquiler Zona 14, Bellagio",Zona 14 ,"$1,800 ","Alquiler de apartamento Zona 14 3 habitaciones, Bellagio.Alquiler con hermosa vista hacia los volcanes.Sala ampliaComedor amplio con ... "
" Apartamento en alquiler en Zona 14, Edificio Dalí",Zona 14 ,"$1,500 (Rebajado 6%)","Apartamento en alquiler en Zona 14, Edificio DalíAlquiler de apartamento edifico zona 14, cercano a Las Americas- Sala- Comedor- Cocina- ... "
" Apartamento en alquiler Atrium de 3 habitaciones amueblado, Zona 10",Zona 10 ,"$2,500 ","Apartamento en alquiler de 3 habitaciones amueblado Zona 10, Atrium.Edificio con excelente ubicación y hermosa vista.232mts2 de apartamentoTipo ... "
,,,
 Apartamento en renta zona 10 Avia de 3 habitaciones,Zona 10 ,"$1,600 ","Apartamento en renta zona 10 Avia de 3 habitacionesEdificio nuevo, moderno y dentro de zona VivaSalaComedorCocina con islaAmbientes ... "
 Renta de apartamento en zona 14 Villa Vistana,Zona 14 ,"$1,200 ",Alquiler de apartamento en zona 14 de 2 habitaciones edificio Villa Vistana remodeladoHermoso apartamento con hermosas vistas en nivel altocuenta ... 
" Apartamento en renta zona 10, Lucca para estrenar, 3 habitaciones",Zona 10 ,"$2,500 ",Apartamento de lujo en renta Zona 10 de 3 habitaciones para estrenarApartamentos de lujo en el corazón de la ciudad242mts.2 solo de ... 
 Apartamento en alquiler zona 10 Reserva Oakland 3 dormitorios,Zona 10 ,"$2,000 ","Apartamento en alquiler zona 10 Reserva Oakland 3 dormitoriosReserva Oakland es un edificio único y seguro dentro de Oakland zona 10Sala, ... "
 Apartamento en alquiler zona 10 de 2 dormitorios Santa Sofia,Zona 10 ,"$1,500 ",Apartamento en alquiler zona 10 de 2 dormitorios Santa SofiaEdifico moderno y muy solicitado en el sectorNivel medio ... 
" Apartamento en renta Zona 16, Edificio Durian",Zona 16 ,"$2,350 ","Apartamento en renta zona 16 dentro de Cayalá Edificio DurianUn proyecto exclusivo, seguro, a pocos pasos del centro comercialCuenta con ingreso ... Ver más"
 Apartamento en renta Lirios de Cayala zona 16 con 3 dormitorios,Zona 16 ,"$1,800 ",Apartamento en renta Lirios de Cayala zona 16 con 3 dormitoriosEdificio ubicado dentro de Paseo Cayala con acceso al Club La MiradaModerno y ... 
 Apartamento en renta zona 16 Ramblas de Cayalá de 3 habitaciones,Zona 16 ,"$2,500 ","Renta de apartamento en zona 16 CayaláUbicado dentro de Cayalá con un exclusivo club y preciosas áreas verdes y socialesCuenta con sala, ... "
 Apartamento en alquiler zona 16 Cayalá,Zona 16 ,"$1,500 ","Apartamento en renta zona 16, Ramblas de Cayalá, 1 habitaciónAlquiler de amplio apartamento dentro de Cayalá,Cuenta con baño de visitasSala, ... "
,,,
 Apartamento en alquiler zona 16 Cayalá amueblado,Zona 16 ,"$1,700 ","Apartamento en renta zona 16, Ramblas de Cayalá, 1 habitación amuebladoAlquiler de amplio apartamento dentro de Cayalá,Cuenta con baño de ... "
,,,
 Apartamento en alquiler zona 16 de 3 dormitorios,Zona 16 ,"$1,200 ",Apartamento en alquiler zona 16 de 3 dormitoriosEdificio ubicado dentro de garita dentro de condominio ubicado a 5 minutos de CayalaNivel medio ... Ver más
 Apartamento en alquiler zona 16 de 2 dormitorios,Zona 16 ,"$1,100 ",Apartamento en alquiler zona 16 de 2 dormitoriosEdificio ubicado dentro de garita dentro de condominio ubicado a 5 minutos de CayalaEdificio de ... Ver más
 Apartamento en renta Lirios de Cayala zona 16,Zona 16 ,"$2,000 ","Apartamento en renta Lirios de Cayala zona 16Lo ultimo en construcción en Cayala, moderno para estrenarAmplioNivel 3Amplia Sala, comedor, ... "
" Apartamento en alquiler zona 10, Maranta Oakland, amueblado",Zona 10 ,"$2,700 ","Apartamento en alquiler zona 10, Maranta Oakland, de 2 dormitoriosEdificio seguro, moderno y exclusivoAmueblado y equipadoSala y comedor ... "
 Apartamento en alquiler zona 10 de 2 dormitorios,Zona 10 ,$950.00  ,"Apartamento en alquiler zona 10 de 2 dormitorios para estrenarApartamento 81 m2 + 2 parqueos de 28m22 habitaciones2 bañosSala, comedor, ... "
,,,
 Apartamento en renta zona 10 de 3 habitaciones para estrenar,Zona 10 ,"$1,200 ","Alquiler de apartamento en zona 10 para estrenarCuenta con sala, comedor, balcón y cocina con top de cuarzo abierta con línea blancabaño de ... "
" Renta de apartamento en zona 10, Edificio Avia de 1 habitación",Zona 10 ,"$1,040 ","Edificio ubicado en zona viva, exclusivo y excelente seguridadApartamento en renta zona 10, de 1 habitación edificio AVIAcon 67mts2, sala, ... "
 Apartamento en renta zona 14 de 3 habitaciones,Zona 14 ,"$1,300 ",Alquiler de apartamento en zona 14 de 3 habitacionesEdificio antiguo remodelado y seguroNivel bajo y bonitas vistasSala y comedorCocinaBaño de ... 
 Apartamento en renta zona 16 La Montaña de 2 habitaciones,Zona 16 ,$725.00 ,"Apartamento en renta zona 16 La Montaña de 2 habitaciones tipo loftDentro de colonia cerrada, ubicación excelente y seguridad, rodeado de áreas ... "
 Apartamento en alquiler zona 16 Cayalá amueblado,Zona 16 ,"$2,400 ","Apartamento en renta zona 16, Ramblas de Cayalá,Alquiler de amplio apartamento dentro de Cayalá,Cuenta con baño de visitasSala, comedor ... "
 Apartamento en alquiler Lirios de Cayala zona 16,Zona 16 ,"$1,100 ",Apartamento en alquiler Lirios de Cayala zona 16Ubicado en ciudad Cayala con acceso peatonal al centro comercialModerno y ... 
 Apartamento en renta Mariscal UNO UNO Zona 11,Zona 11 ,"Q5,800 ",Código: PAA-028-03-22Leonel BarriosMóvil:CityMax-AdvanceCityMax-Advance renta Apartamento en Mariscal Uno UnoEn este novedoso complejo ... 
 Edificio Santa Clara,Zona 10 ,"$1,350 ","Apto en RENTA en Zona 103 HAB. / LINEA BLANCA / Edificio Santa Clara.RENTA: USD 1,350.00, MANT. incluidoCódigo: ... "
 ALQUILER DE APARTAMENTO AMUEBLADO DE UNA HABITACIÓN EN ZONA 10,Guatemala ,$900.00 ,"ALQUILER DE APARTAMENTO AMUEBLADO DE UNA HABITACIÓN EN ZONA 10(Código de propiedad #1811)Apartamento en renta de 130mts², cuenta ... "
,,,
 Apartamento zona 6 cipresales,Zona 6 ,"Q2,000 ","Apartamento céntrico, cuenta con internet, agua y servicio de extracción de basura. Luz es pagada por el inquilino. Ubicado en zona céntrica con ... "
,,,
" Alquilo apartamento en PARQUE 10 , zona 10",Zona 10 ,$950.00 ,Apartamento:-85m2 de construcción-Nivel Alto-3 Dormitorios-2 Baños-2 Parqueos-Balcón-Linea Blanca +$100-AutomatizadoAmenidades: ... 
" PARQUE 10, Apartamento de 3 dormitorio para estrenar",Zona 10 ,"$1,100 (Rebajado 8%)","PARQUE 10, se alquila apartamento nuevo y para estrenarExcelente ubicación, muy cerca de todoEl apartamento cuenta con:3 dormitorios de buen ... "
 APARTAMENTO EN RENTA AMUEBLADO - ZONA 10 codig.DA18598,Zona 10 ,"$1,150 ","• 92 mts 2 habitables.• 117 mts 2 totales• 2 habitaciones, con closet cada una• 2 baños• Sala, comedor y cocina integrados• 2 ... "
 APARTAMENTO EN RENTA ZONA 10 codigo.DA23029,Zona 10 ,"$1,500 ","Cuenta con 195 mts2- Sala,- Comedor,- Cocina abierta,- Lavandería,- 2 habitaciones,- 2.5 baños,- 2 parqueos y- Bodega,- ... "
 rento apartamento dos habitaciones sobre boulevar tulam tzu,Zona 7 ,"Q2,500 ","rento apartamento 2 habitaciones, cocina, comedor, 1 baño, instalación para lavadora, 1 parqueo, patio pila, condominio con seguridad, le incluye en ... "
,,,
 RENTO APARTAMENTO AMUEBLADO EN SANTORINI EUROPLAZA ZONA 14,Zona 14 ,$975.00 ,2 Habitaciones la principal con WC y bañoRecámara secundaria comparte baño de visitasCocina equipadaSala y comedorÁrea de Lavandería2 ... 
" Alquilo Apartamento en Zona 14, Nivel Alto",Zona 14 ,"$1,100 ","Alquilo apartamento en edificio de Zona 14, con piscina, parqueo de visitas, gimnasio, salón social, control de ingreso y recepción, pet friendly. ... "
 Se ALQUILA apartamento pequeño en zona 2 de Mixco. Por la calzada Roosevelt,Zona 2 ,"Q1,500 ","apartamento pequeño en zona 2 de Mixco. Por la calzada Roosevelt. Cerca de la BayerPrimer nivel, para 1 o 3 personas, SIN mascotas.2 habitación ... "
 Alquilo Apartamento en Zona 14,Zona 14 ,$833.00 (Rebajado 7%),"APARTAMENTO DE 56 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 14* 56 m2 de construcción* 1 Habitación* 1 Baño* 1 ParqueoHabitación 1: Baño, ... "
 Apartamento en MIXCO,Zona 1 ,"Q2,300 (Rebajado 6%)",Un dormitorio para dos camas + closet + baño con tina + sala-comedor-cocina en un mismo ambiente 
 Apartamento en Renta Zona 10 Edificio IQ10,Guatemala City ,"$1,200 ",Apartamentoen Alquiler Zona 10 Ciudad Guatemala• 2 habitaciones• 2baños completos con puertas de vidrioEstudio • 2parqueo. Aire ... 
 Apartamento en Renta Zona 11 Jardines de Las Charcas,Guatemala City ,"Q5,200 (Rebajado 5%)",Apartamentoen Alquiler Las Charcas Zona 11 Ciudad• 2habitaciones• 2baños completos• 2parqueos•Sala – Comedor – Cocina• ... 
 RENTO APARTAMENTO EN ALTEA ZONA 1 A MEDIA CUADRA DE MATAMOROS,Zona 1 ,"Q4,000 ",60 m2 + 1 parqueoConsta de: Sala-Comedor-cocina2 Dormitorios el master con closet y bañoHabitación secundaria con closet (tipo estudio)Baño de ... 
 Renta de apartamento en zona 12,Zona 12 ,"Q5,500 ","Edificio Santeli- 55 mts2- Sala, comedor- Cocina, Linea blanca- 2 habitaciones- 1 baño- 1 parqueo "
,,,
 SE RENTA APARTAMENTO EN EDIFICIO PARQUE MATEO EN ZONA 7,Zona 7 ,"Q4,500 ",Nivel 162mts2 De Construcción2 Habitaciones2 Baños completos1 Parqueo y 1 de MotoSalaComedorCocina Con GabinetesÁrea de Lavandería ... Ver más
,,,
 Apartameto En Sector B1 de Ciudad San Cristobal,Guatemala ,"Q3,000 ",Apartamento con :2 habitaciones con closetSala y comedor independientesCocina y lavandería 
 Apartamento Centro Histórico,Zona 1 ,"Q4,000 ","Apartamento tipo loftTotalmente equipadoNo tiene parqueoCocina, frigorífico, batidora, microondas, plato, vasos, etc.Comedor para 4 ... "
 RENTO APARTAMENTO AMUEBLADO Y EQUIPADO EN ZONA 15 COLONIA EL MAESTRO,Zona 16 ,"Q4,000 ",35m²Cocina equipadaSala/comedor1 Dormitorio con walking closet1 Baño y ducha con agua calienteTV y señal de cableInternet ... 
 RENTO APARTAMENTO AMUEBLADO EN COLONIA EL MAESTRO ZONA 15,Zona 15 ,"Q7,200 ","114 m²2 Habitaciones2 Baños2 GarajesAmplio BalcónLavandería equipada en SótanoPantryPrecio de renta Q7,200 ... "
" Renta de Apartamento 3 Dormitorios BARI, Carretera a El Salvador, PARA ESTRENAR",Santa Catarina Pinula ,"Q3,800 ","Apartamento en alquiler, en complejo con seguridad las 24 horas, excelentes vistas, amenidades como roof top, canchas de basquet, salón social, ... "
,,,
 Rento Apartamentos Nuevos Z15 Vista Hermosa,Zona 15 ,"Q6,200 ","Alquilo Apartamentos en zona 15 a pocas cuadras de hospital el pilar , son totalmente nuevos , adjunto descripciónOpción 1 (2 habitaciones )2 ... Ver más"
 Apartamento en zona 1,Zona 1 ,"Q3,800 ","¡Apartamento disponible!Q.3,800.00 mensualQ.3,800.00 depósitoEl valor incluye agua, mantenimiento e internet.El inquilino paga luz.Ubicado ... Ver más"
 Apartamento en San lucas,Zona 11 ,"Q1,200 ",Más info a este número 
 Apartamento Loft Carretera El Salvador Km17,Carretera a El Salvador ,"Q2,500 ",1 ambienteCocina independienteBaño privadoLavandería comúnDentro de residencial privadoServicios luz e internet incluidos 
 ALQUILO APARTAMENTO EN ZONA 15 VISTA HERMOSA 1,Zona 15 ,$900.00 ,"En excelente ubicación, doble seguridad.2 dormitorios con su baño y closet.Sala - comedor con balcónCocina y lavandería equipada, con pila2 ... "
 Alquilo Apartamento con 105.00m2 en Zona 14,Guatemala City ,$750.00 ,"Citymax renta Apartamento en excelente ubicación de la Zona 14. Cercano a la Avenida Las Américas, bancos, restaurantes, bancos, colegios, parques, ... Ver más"
" Apartamento en renta, en Boulevard principal Kanajuyu zona 16 Ref-2849",Guatemala City ,$850.00 ,"Apartamento en renta, en Boulevard principal Kanajuyu zona 16 Ref-2849DESCRIPCION:-A 5 minutos de Cayala-Un complejo habitacional dentro de un ... "
 Alquilo apartamento,Chinautla ,"Q1,300 ","2 cuartos, pila y baño independiente "
 RENTO APARTAMENTO TIPO ESTUDIO EN OAKLAND ZONA 10,Zona 10 ,$550.00 ,SalaComedorCocina1 Dormitorio1 Baño1 ParqueoPrecio de renta $5500303/435InfoTe146460011 
,,,
" Alquilo Apartamento de dos habitaciones, PARA ESTRENAR! en Edificio Parque Mateo, zona 7",Zona 7 ,"Q4,500 ","Este apartamento NUEVO PARA ESTRENAR tiene 62mts2 de construcción, y cuenta con:2 Habitaciones2 Baños Completos1 Parqueo de Carro y 1 de Moto ... "
,,,
 Apartamento en alquiler en Las Charcas Zona 11,Guatemala City ,"Q5,500 ","Apartamento en alquiler en Las Charcas Zona 11, cuenta con 100 metros totales, 2 habitaciones, la principal con closet y baño privado, 2 salas, 1 ... "
 RENTO APARTAMENTO EN ZONA 9 EDIFICIO ALAMEDA,Zona 9 ,$750.00 ,"1 Parqueo2 DormitoriosSalaComedorCocina2 BañosLavanderíaPrecio de renta $750 incluye seguridad, agua y extracción de basura ... "
" Alquilo Hermoso y completo Apartamento de dos habitaciones, Edificio Aralia II, zona 11",Zona 11 ,"Q6,500 "," Edificio Aralia II, se encuentra ubicado en 20 calle 11-52 zona 11 Colonia Mariscal , y tiene muchas amenidades para ti y tu familia:Piscina ... "
 RENTO LINDO APARTAMENTO EN QUO ZONA 4,Zona 4 ,$750.00 (Rebajado 6%),SalaComedorCocina con gabinetesLínea blanca2 Dormitorios2 BañosBalcón pequeño1 ParqueoPrecio de renta $750 ... 
" Apartamento en Renta en Zona 15, CASSIA",Guatemala City ,$950.00 ,"Apartamento en Renta en excelente ubicación de Zona 15, Vista Hermosa I, con 100Mts2. cuenta con 2 habitaciones, 2 baños, balcón, 2 parqueos, área ... "
,,,
 Rento Edificio excelente ubicación en zona 14 Ref-2845,Guatemala City ,"$9,900 ",Rento Edificio excelente ubicación en zona 14 Ref-2845Generalidades:Nivel 1 540 mts.2Nivel 2 553 mts.21 nivel:15 ambientes13 parqueos ... 
 Apartamento en alquiler Lirios de Cayala zona 16,Zona 16 ,"$1,100 ",Apartamento en alquiler Lirios de Cayala zona 16Ubicado en ciudad Cayala con acceso peatonal al centro comercialModerno y seguroConfortableNivel ... Ver más
 Apartamento Amueblado en renta zona 15,Zona 15 ,$600.00 ,1 solo ambienteSala comedor cocina1 dormitorio1 baño1 parqueo (opción a un 2do parqueo44 mts. De apartamentoRenta $. 600. 00Incluye ... 
 Apartamento en renta zona 15 VH 1,Zona 15 ,"Q6,000 ",Sala comedorCocinaLavanderíaBalcón2 dormitorios1 baño65mts2 parqueosRentaQ. 6000.00 Incluye mantenimientoÁreas socialesGymSalón ... 
 Alquile de apartamento en zona 1 amueblado y equipado,Zona 1 ,"Q3,000 ","Tenemos en alquiler un apartamento en zona 1,El apartamento cuenta con una sola habitación con cama matrimonial, la cocina esta equipada (Estufa, ... Ver más"
 Villasol zona 12 alquilo apartamento,Zona 12 ,"Q3,350 ",1 habitación - semi- amuebladoIncluye los servicios. 
 Apartamento en renta zona 14,Zona 14 ,"$2,500 ",Sala comedorCocinaLavanderíaBaño de visitasSala familiarDormitorio de servicioBalcónDormitorio principal con baño y w /closet2 dormitorios ... 
" ALQUILO Apartamento pequeño a 2 cuadras Blvd. Principal San Cristobal, lado Mixco.",Zona 1 ,"Q1,250 ","ALQUILO APARTAMENTO PEQUEÑOIDEAL para 1 pareja o pareja con un bebé.SE RENTA ÚNICAMENTE PARA VIVIENDA NO PARA NEGOCIO **Colonia Lo de Coy, ... "
 RENTO APARTAMENTO EN EDIFICIO ARALIA 2 EN ZONA 11,Zona 11 ,"Q6,500 ",RENTO APARTAMENTO EN EDIFICIO ARALIA 2 EN ZONA 11Nivel 780 mts2 de Construcción- 2 HABITACIONES- 2 Baños completos- 1 Parqueo- Sala y ... 
,,,
 Apartamento amueblado enfrente e Ciudad Cayalá,Zona 16 ,"$1,000.00 ","Alquilo apartamento full amueblado y equipado en Shift Cayalá, Excelente precioideal para extranjeros2 dormitorios con baño y W/Closet cada ... "
,,,
" Apartamento de 3 Hab. amueblado, en renta y venta, Edificio Milenia, Zona 10",Zona 10 ,"$2,000 ","Cerca de gimnasios, restaurantes, colegios, galerías de arte, supermercados y centros comerciales. Este apartamento se encuentra en un nivel alto lo ... "
 Rento Apartamento en zona 21 Colonia Justo Rufino Barrios,Zona 21 ,"Q3,800 ",Rento ApartamentoPara Clinica Medica oViviendaDentro de garitaSeguridad 24/7Precio NegociableRequisitosContratoEstabilidad ... 
" Apartamento en renta, con linea blanca en zona 11 Ref-2832",Guatemala City ,"Q5,500 ","Apartamento en renta, con linea blanca en zona 11 Ref-2832Nivel bajo 85 mts3 HabitacionesAmplia sala y comedor con balcónCocinaÁrea de ... "
 ALQUILER DE APARTAMENTO EN ZONA 10 AMUEBLADO Y EQUIPADO - MIP8310,Zona 10 ,"$1,100  ",Alquiler de apartamento amueblado y equipado en zona 10.- 110 m² de construcción- 2 dormitorios- 3.5 baños- 2 parqueosSe aceptan mascotas. ... 
 Alquiler de apartamento,Zona 21 ,"Q3,000 ","3er. Nivel3 habitaciones (principal con clóset)Cocina con gabinetesSala, comedorÁrea de lavanderia1 baño completo con calentador1 parqueo ... "
,,,
 Alquiler apartamento,Zona 10 ,"$1,000.00 ","Apartamento para estrenar, ubicado en 13 avenida y 16 calle zona 10 Edificio Parque 10.85 mts2.Sala, comedor, cocina con gabinetes3 habitaciones ... "
 Se alquila apartamento Zona 13 Colonia Reina Barrios,Zona 13 ,"Q3,000 (Rebajado 14%)","Se alquila aparta en zona 13 Colonia Reina Barrios, cerca del Aeropuerto la Aurora, cuenta con 3 habitaciones, 2 baños, salan comedor, cocina, ... "
 Alquilo Zona 9 Apartamento Full Amueblado,Zona 9 ,$850.00 ,"Zona 9 Alquilo Apartamento Amueblado2 dormitorios Torre BarcelonaDescripción:Apartamento amueblado, con 2 dormitorios, 2 baños, 2 parqueos, ... "
 APARTAMENTO EN RENTA EN VERTICAL ONCE/MUNDO INMOBILIARIO,Zona 11 ,"Q5,500 ","Mundo Inmobiliario renta apartamento en moderno edificio, a una cuadra de la Calzada Roosevelt.El apartamento cuenta con sala-comedor, cocina, ... "
 Renta Apartamento Km 14.5 codigo.DA30876,Carretera a El Salvador ,$620.00 ,"Cuenta con :Un dormitorio con estudio,1.5 baños yDos parqueosRENTA Q 4900/$ 620 con refrigeradora y estufa con mantenimiento incluido sin IVA "
" Apartamento en renta, muy Iluminado y excelente vista Zona 10 Ref-2826",Guatemala City ,$900.00 ,"Apartamento en renta, muy iluminado y excelente vista en Zona 10 Ref-2826Nivel alto65 mts con balcón francés linda vista2 parqueos2 ... "
" Rento Apartamento con balcón, en Mariscal zona 11 Ref-2828",Guatemala City ,"Q5,500 ","Rento Apartamento con balcón, en Mariscal zona 11 Ref-2828Balcón francésNivel medio 85 mtsSala, comedor, cocina y lavandería2 ... "
" Rento Apartamento, en Las Charcas zona 11 Ref-2830",Guatemala City ,"Q4,900 ","Rento Apartamento, en Las Charcas zona 11 Ref-2830Nivel bajo75 mts de esquina3 Habitaciones2 BañosSala y comedor con balcónCocina, ... "
